Barcode,Product Name,Packing Size String,Packing Size,Packing Calc,Previous Price,Discount,Pack Price,Supplier,Selling Price,Promotion Price,Other,Filename
,Amelisa Pet & Co:Rawly Stick - Chicken & Goat Milk,4PCS,4.0,4 = 4,1.05,0.0,1.05,DP PETS,1.05,1.05,,DP PETS JAN TO MAY.pdf
,Amelisa Pet & Co:Rawly Stick Plus - Tuna & Cranberry,4PCS,4.0,4 = 4,1.05,0.0,1.05,DP PETS,1.05,1.05,,DP PETS JAN TO MAY.pdf
,Cat's Taste:Tuna in Jelly (Pouch),12x75g,12.0,12 × 1 = 12,7.8,0.0,7.8,DP PETS,7.8,7.8,,DP PETS JAN TO MAY.pdf
,Cat's Taste:Tuna topped with Chicken in Jelly (Pouch),12x75g,12.0,12 × 1 = 12,7.8,0.0,7.8,DP PETS,7.8,7.8,,DP PETS JAN TO MAY.pdf
,Cat's Taste:Tuna topped with Shirasu in Jelly (Pouch),12x75g,12.0,12 × 1 = 12,7.8,0.0,7.8,DP PETS,7.8,7.8,,DP PETS JAN TO MAY.pdf
,Cat's Taste:Tuna topped with Salmon in Jelly (Pouch),12x75g,12.0,12 × 1 = 12,7.8,0.0,7.8,DP PETS,7.8,7.8,,DP PETS JAN TO MAY.pdf
,Cat's Taste:Tuna in Gravy (Pouch),12x75g,12.0,12 × 1 = 12,7.8,0.0,7.8,DP PETS,7.8,7.8,,DP PETS JAN TO MAY.pdf
,Cat's Taste:Tuna topped with Chicken in Gravy (Pouch),12x75g,12.0,12 × 1 = 12,7.8,0.0,7.8,DP PETS,7.8,7.8,,DP PETS JAN TO MAY.pdf
,Cat's Taste:Tuna topped with Salmon in Gravy (Pouch),12x75g,12.0,12 × 1 = 12,7.8,0.0,7.8,DP PETS,7.8,7.8,,DP PETS JAN TO MAY.pdf
,Amelisa Pet & Co:Rawly Stick - Salmon & Egg Yolk,4PCS,4.0,4 = 4,1.05,0.0,1.05,DP PETS,1.05,1.05,,DP PETS JAN TO MAY.pdf
,Amelisa Pet & Co:Rawly Stick - Duck & Carrot,4PCS,4.0,4 = 4,1.05,0.0,1.05,DP PETS,1.05,1.05,,DP PETS JAN TO MAY.pdf
,Amelisa Pet & Co:Rawly Stick - Cod Fish & Fish Roe,4PCS,4.0,4 = 4,1.05,0.0,1.05,DP PETS,1.05,1.05,,DP PETS JAN TO MAY.pdf
,PowerPac 3 Way Ext. 2Meter,1,1.0,1 = 1,5.9,0.0,5.9,EVERSON ELECTRICAL (S) PTE LTD,5.9,5.9,,EVERSON ELECTRICAL.pdf
,"PowerPac 4 Way Ext, 2Meter",1,1.0,1 = 1,6.9,0.0,6.9,EVERSON ELECTRICAL (S) PTE LTD,6.9,6.9,,EVERSON ELECTRICAL.pdf
,PowerPac 3 Way Ext. 3Meter W/Neon,1,1.0,1 = 1,7.5,0.0,7.5,EVERSON ELECTRICAL (S) PTE LTD,7.5,7.5,,EVERSON ELECTRICAL.pdf
,PowerPac 3 Way Adaptor,1,1.0,1 = 1,2.72,0.0,2.72,EVERSON ELECTRICAL (S) PTE LTD,2.72,2.72,,EVERSON ELECTRICAL.pdf
,PowerPac 3 Way Adaptor W/ Switch,1,1.0,1 = 1,4.68,0.0,4.68,EVERSON ELECTRICAL (S) PTE LTD,4.68,4.68,,EVERSON ELECTRICAL.pdf
,PowerPac LED Night Light with Switch,1,1.0,1 = 1,3.6,0.0,3.6,EVERSON ELECTRICAL (S) PTE LTD,3.6,3.6,,EVERSON ELECTRICAL.pdf
,MILO PKT DRINKS,24 x 200ml,24.0,24 × 1 = 24,11.3,0.0,11.3,HOCK LEONG TECK KEE PTE LTD,11.3,11.3,,HOCK LEONG TECK.pdf
,HSC OLDENLANDIA WATER,24 x 325ml,24.0,24 × 1 = 24,12.0,0.0,12.0,HOCK LEONG TECK KEE PTE LTD,12.0,12.0,,HOCK LEONG TECK.pdf
,PEPSI COLA,24 x 320ml,24.0,24 × 1 = 24,7.8,0.0,7.8,HOCK LEONG TECK KEE PTE LTD,7.8,7.8,,HOCK LEONG TECK.pdf
,REDBULL (THAI),24 x 250ml,24.0,24 × 1 = 24,11.6,0.0,11.6,HOCK LEONG TECK KEE PTE LTD,11.6,11.6,,HOCK LEONG TECK.pdf
,RIBENA CHEER PACK (O),300mlx24,24.0,1 × 24 = 24,17.6,0.0,17.6,HOCK LEONG TECK KEE PTE LTD,17.6,17.6,,HOCK LEONG TECK.pdf
,QOO WHITE GRAPE CAN,12x300ml,12.0,12 × 1 = 12,6.1,0.0,6.1,HOCK LEONG TECK KEE PTE LTD,6.1,6.1,,HOCK LEONG TECK.pdf
,COKE ZERO CAN,24x320ml,24.0,24 × 1 = 24,11.5,0.0,11.5,HOCK LEONG TECK KEE PTE LTD,11.5,11.5,,HOCK LEONG TECK.pdf
,100 PLUS,24 x 500ml,24.0,24 × 1 = 24,12.8,0.0,12.8,HOCK LEONG TECK KEE PTE LTD,12.8,12.8,,HOCK LEONG TECK.pdf
,COKE ZERO,12 x 1.5L,12.0,12 × 1 = 12,11.8,0.0,11.8,HOCK LEONG TECK KEE PTE LTD,11.8,11.8,,HOCK LEONG TECK.pdf
,7-UP,24x320ml,24.0,24 × 1 = 24,7.8,0.0,7.8,HOCK LEONG TECK KEE PTE LTD,7.8,7.8,,HOCK LEONG TECK.pdf
,MOUNTAIN DEW,24x320ml,24.0,24 × 1 = 24,8.0,0.0,8.0,HOCK LEONG TECK KEE PTE LTD,8.0,8.0,,HOCK LEONG TECK.pdf
,MUG SARSAPARILLA CAN,24 x 320ml,24.0,24 × 1 = 24,8.0,0.0,8.0,HOCK LEONG TECK KEE PTE LTD,8.0,8.0,,HOCK LEONG TECK.pdf
,COKE,12 x 320ml,12.0,12 × 1 = 12,4.65,0.0,4.65,HOCK LEONG TECK KEE PTE LTD,4.65,4.65,,HOCK LEONG TECK.pdf
,100 PLUS ZERO,24 x 500ml,24.0,24 × 1 = 24,14.5,0.0,14.5,HOCK LEONG TECK KEE PTE LTD,14.5,14.5,,HOCK LEONG TECK.pdf
,COKE (MY),24 x 320ml,24.0,24 × 1 = 24,9.3,0.0,9.3,HOCK LEONG TECK KEE PTE LTD,9.3,9.3,,HOCK LEONG TECK.pdf
,YEO'S CHRYSANTHEMUM,24 x 250ml,24.0,24 × 1 = 24,5.9,0.0,5.9,HOCK LEONG TECK KEE PTE LTD,5.9,5.9,,HOCK LEONG TECK.pdf
,100 PLUS CAN (MY),24 x 320ml,24.0,24 × 1 = 24,9.8,0.0,9.8,HOCK LEONG TECK KEE PTE LTD,9.8,9.8,,HOCK LEONG TECK.pdf
,100 PLUS ORIGINAL,24 x 500ml,24.0,24 × 1 = 24,12.5,0.0,12.5,HOCK LEONG TECK KEE PTE LTD,12.5,12.5,,HOCK LEONG TECK.pdf
,POKKA ICE LEMON TEA (CAN),24 x 300ml,24.0,24 × 1 = 24,11.0,0.0,11.0,HOCK LEONG TECK KEE PTE LTD,11.0,11.0,,HOCK LEONG TECK.pdf
,POKKA SOURSOP JUICE (CAN),24 x 300ml,24.0,24 × 1 = 24,8.2,0.0,8.2,HOCK LEONG TECK KEE PTE LTD,8.2,8.2,,HOCK LEONG TECK.pdf
,POKKA (PKT) LEMON TEA,4 x 1500ml,4.0,4 × 1 = 4,18.5,0.0,18.5,HOCK LEONG TECK KEE PTE LTD,18.5,18.5,,HOCK LEONG TECK.pdf
,1500ML POKKA ICE LEMON TEA BOT,4 x 1500ml,4.0,4 × 1 = 4,18.5,0.0,18.5,HOCK LEONG TECK KEE PTE LTD,18.5,18.5,,HOCK LEONG TECK.pdf
,500ML POKKA GREEN TEA BOT,24 x 500ml,24.0,24 × 1 = 24,17.5,0.0,17.5,HOCK LEONG TECK KEE PTE LTD,17.5,17.5,,HOCK LEONG TECK.pdf
,1500ML POKKA PEACH TEA BOT,4 x 1500ml,4.0,4 × 1 = 4,18.5,0.0,18.5,HOCK LEONG TECK KEE PTE LTD,18.5,18.5,,HOCK LEONG TECK.pdf
,POKKA GREEN TEA CAN MY,24 x 300ml,24.0,24 × 1 = 24,9.9,0.0,9.9,HOCK LEONG TECK KEE PTE LTD,9.9,9.9,,HOCK LEONG TECK.pdf
,POKKA OOLONG TEA (CAN),24 x 300ml,24.0,24 × 1 = 24,12.3,0.0,12.3,HOCK LEONG TECK KEE PTE LTD,12.3,12.3,,HOCK LEONG TECK.pdf
,F&N SODA WATER CAN,24 x 320ml,24.0,24 × 1 = 24,4.5,0.0,4.5,HOCK LEONG TECK KEE PTE LTD,4.5,4.5,,HOCK LEONG TECK.pdf
,100PLUS,28 x 325ml,28.0,28 × 1 = 28,9.3,0.0,9.3,HOCK LEONG TECK KEE PTE LTD,9.3,9.3,,HOCK LEONG TECK.pdf
,(HOUTEN BRAND) Chilli Tapioca Chips,20pkts,20.0,20 = 20,60.27,0.0,60.27,SINGAPORE HOUTEN PTE LTD,68.0,68.0,,houten.pdf
,KEREPEK UBI ORIGINAL,120Gx24,24.0,1 × 24 = 24,64.8,0.0,64.8,KOKA FOOD SDN BHD,64.8,64.8,,KOKA FOOD.pdf
,TROPIKA TIUB KARI,90Gx24,24.0,1 × 24 = 24,64.8,0.0,64.8,KOKA FOOD SDN BHD,64.8,64.8,,KOKA FOOD.pdf
,KEROPOK KENTANG POP,75Gx24,24.0,1 × 24 = 24,64.8,0.0,64.8,KOKA FOOD SDN BHD,64.8,64.8,,KOKA FOOD.pdf
,KEROPOK PUMPKIN,75Gx24,24.0,1 × 24 = 24,64.8,0.0,64.8,KOKA FOOD SDN BHD,64.8,64.8,,KOKA FOOD.pdf
,BIG REMPEYEK ORIGINAL KACANG TANAH BILIS,350Gx6,6.0,1 × 6 = 6,81.0,0.0,81.0,KOKA FOOD SDN BHD,81.0,81.0,,KOKA FOOD.pdf
,KEROPOK IKAN AA,80Gx24,24.0,1 × 24 = 24,66.0,0.0,66.0,KOKA FOOD SDN BHD,66.0,66.0,,KOKA FOOD.pdf
,KEROPOK IKAN,80Gx24,24.0,1 × 24 = 24,66.0,0.0,66.0,KOKA FOOD SDN BHD,66.0,66.0,,KOKA FOOD.pdf
,KEROPOK UDANG KECIL,80Gx24,24.0,1 × 24 = 24,66.0,0.0,66.0,KOKA FOOD SDN BHD,66.0,66.0,,KOKA FOOD.pdf
,KEROPOK UDANG BESAR,80Gx12,12.0,1 × 12 = 12,33.0,0.0,33.0,KOKA FOOD SDN BHD,33.0,33.0,,KOKA FOOD.pdf
,Doritos Nacho Cheese,75g x 64,64.0,1 × 64 = 64,39.68,0.0,39.68,LIVERPOOL INTERNATIONAL PTE LTD,39.68,39.68,,LIVERPOOL .pdf
,Dettol Liquid Originall Squeeze,100ml x 96,96.0,1 × 96 = 96,43.2,0.0,43.2,LIVERPOOL INTERNATIONAL PTE LTD,43.2,43.2,,LIVERPOOL .pdf
,Dettol Liquid Aloe Coco Handwash,250ml x 16,16.0,1 × 16 = 16,31.36,0.0,31.36,LIVERPOOL INTERNATIONAL PTE LTD,31.36,31.36,,LIVERPOOL .pdf
,Dettol Skincare Handwash,375ml x 24,24.0,1 × 24 = 24,30.0,0.0,30.0,LIVERPOOL INTERNATIONAL PTE LTD,30.0,30.0,,LIVERPOOL .pdf
,Dettol Original Handwash,375ml x 24,24.0,1 × 24 = 24,30.0,0.0,30.0,LIVERPOOL INTERNATIONAL PTE LTD,30.0,30.0,,LIVERPOOL .pdf
,Dettol Liquid Handwash Strawberry,250ml x 16,16.0,1 × 16 = 16,31.36,0.0,31.36,LIVERPOOL INTERNATIONAL PTE LTD,31.36,31.36,,LIVERPOOL .pdf
,Dettol Handwash Liquid,175ml x 60,60.0,1 × 60 = 60,37.8,0.0,37.8,LIVERPOOL INTERNATIONAL PTE LTD,37.8,37.8,,LIVERPOOL .pdf
,Cadbury Gems Surprise,14.69g x 108,108.0,1 × 108 = 108,62.64,0.0,62.64,LIVERPOOL INTERNATIONAL PTE LTD,62.64,62.64,,LIVERPOOL .pdf
,Ferrero Moments T16,92.8g x 24,24.0,1 × 24 = 24,75.6,0.0,75.6,LIVERPOOL INTERNATIONAL PTE LTD,75.6,75.6,,LIVERPOOL .pdf
,Kitkat,28.5g x 504,504.0,1 × 504 = 504,141.12,0.0,141.12,LIVERPOOL INTERNATIONAL PTE LTD,141.12,141.12,,LIVERPOOL .pdf
,Biscuit SKM,1,1.0,1 = 1,2.2,0.0,2.2,LOKE KEE BISCUITS AND CAKE SHOP SDN. BHD.,2.2,2.2,,LOKE KEE.pdf
,Red Pack SKM,1,1.0,1 = 1,1.6,0.0,1.6,LOKE KEE BISCUITS AND CAKE SHOP SDN. BHD.,1.6,1.6,,LOKE KEE.pdf
,Black Sugar Peanut,200gm,1.0,1 = 1,2.8,0.0,2.8,LOKE KEE BISCUITS AND CAKE SHOP SDN. BHD.,2.8,2.8,,LOKE KEE.pdf
,Lou Poh Ben,1,1.0,1 = 1,1.4,0.0,1.4,LOKE KEE BISCUITS AND CAKE SHOP SDN. BHD.,1.4,1.4,,LOKE KEE.pdf
,Heong Peah (D),1,1.0,1 = 1,2.5,0.0,2.5,LOKE KEE BISCUITS AND CAKE SHOP SDN. BHD.,2.5,2.5,,LOKE KEE.pdf
,Heong Peah (CO),1,1.0,1 = 1,1.8,0.0,1.8,LOKE KEE BISCUITS AND CAKE SHOP SDN. BHD.,1.8,1.8,,LOKE KEE.pdf
,Heong Peah (Ori),1,1.0,1 = 1,1.95,0.0,1.95,LOKE KEE BISCUITS AND CAKE SHOP SDN. BHD.,1.95,1.95,,LOKE KEE.pdf
,Original Crispy Thin,1,1.0,1 = 1,0.95,0.0,0.95,LOKE KEE BISCUITS AND CAKE SHOP SDN. BHD.,0.95,0.95,,LOKE KEE.pdf
,Hup Toh Soh,1,1.0,1 = 1,1.85,0.0,1.85,LOKE KEE BISCUITS AND CAKE SHOP SDN. BHD.,1.85,1.85,,LOKE KEE.pdf
,SILVER BAG MAMA SHRIMP TOM YUM NOODLES,60Gx5Px6B,6.0,1 × 1 × 6 = 6,11.5,0.0,11.5,MENG CHONG FOODSTUFFS PRIVATE LIMITED,11.5,11.5,,mengchong Jan to May.pdf
,MAMA CLEAR SOUP RICE VERMICELLI,55GMX5PX6B,6.0,1 × 1 × 6 = 6,12.0,0.0,12.0,MENG CHONG FOODSTUFFS PRIVATE LIMITED,12.0,12.0,,mengchong Jan to May.pdf
,MAMA CREAMY SHRIMP TOM YUM NOODLES,60GMX5PX6B,6.0,1 × 1 × 6 = 6,11.5,0.0,11.5,MENG CHONG FOODSTUFFS PRIVATE LIMITED,11.5,11.5,,mengchong Jan to May.pdf
,MAMA R.VERM TY KOONG,55GX5PX6B,6.0,1 × 1 × 6 = 6,12.0,0.0,12.0,MENG CHONG FOODSTUFFS PRIVATE LIMITED,12.0,12.0,,mengchong Jan to May.pdf
,MAGICLEAN BATHROOM REFILL LEMON,500MLx24,24.0,1 × 24 = 24,158.0,0.0,158.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,MAGICLEAN STAIN & MOULD REFILL,400MLx12,12.0,1 × 12 = 12,84.6,0.0,84.6,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,MAGICLEAN KITCHEN REFILL LIME,500MLx24,24.0,1 × 24 = 24,158.0,0.0,158.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,MAGICLEAN TOILET BLEACH,500MLx12,12.0,1 × 12 = 12,73.5,0.0,73.5,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,SOFTLAN FLORAL FANTASY,1.6Lx8,8.0,1 × 8 = 8,44.0,0.0,44.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,SOFTLAN LAVENDER FRESH,1.6Lx8,8.0,1 × 8 = 8,44.0,0.0,44.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,SOFTLAN SPRING FRESH,1.6Lx8,8.0,1 × 8 = 8,44.0,0.0,44.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,CHEEZELS BBQ CHEESE,60Gx10x6,60.0,1 × 10 × 6 = 60,95.0,0.0,95.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,CHEEZELS ORIGINAL,60GMX10x6,60.0,1 × 10 × 6 = 60,95.0,0.0,95.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,CHEEZELS CHEEZY CHEESE (ORIGINAL),140Gx12,12.0,1 × 12 = 12,39.7,0.0,39.7,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,CHEEZELS ORIGINAL MULTIPACK,13Gx8x15,120.0,1 × 8 × 15 = 120,62.5,0.0,62.5,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,CHIPSMORE DBL CHOCOLATE MINI,80G/72Gx48,48.0,1 × 48 = 48,89.5,0.0,89.5,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,CHIPSMORE ORIGINAL MINI,80G/72Gx48,48.0,1 × 48 = 48,89.5,0.0,89.5,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,CHIPSMORE ORIGINAL HANDY MP,24Gx8x16,128.0,1 × 8 × 16 = 128,86.85,0.0,86.85,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,TWISTIES TOMATO,60Gx10x6,60.0,1 × 10 × 6 = 60,95.0,0.0,95.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,TWISTIES KABOOM BBQ CURRY,60Gx10x6,60.0,1 × 10 × 6 = 60,95.0,0.0,95.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,TWISTIES CHEEKY CHEDDAR CHEESE,60Gx10x6,60.0,1 × 10 × 6 = 60,95.0,0.0,95.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,TWISTIES ROAST CHICKEN DANCE,60Gx10x6,60.0,1 × 10 × 6 = 60,95.0,0.0,95.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,TWISTER BBQ CURRY,140Gx18,18.0,1 × 18 = 18,59.0,0.0,59.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,TWISTIES CHERRY TOMATO,140Gx18,18.0,1 × 18 = 18,59.0,0.0,59.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,TWISTIES CHIPSTER SOUR CREAM & ONION,60Gx10x3,30.0,1 × 10 × 3 = 30,84.0,0.0,84.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,TWISTIES CHIPSTER HOT & SPICY,60Gx10x3,30.0,1 × 10 × 3 = 30,84.0,0.0,84.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
,TWISTIES CHIPSTER FLAMING BBQ,60Gx10x3,30.0,1 × 10 × 3 = 30,84.0,0.0,84.0,MJ TIAN SDN. BHD.,0.0,0.0,,MJ TIAN.pdf
